Method,Image,PSNR,SSIM,UIQM,Brightness,Contrast,Sharpness
FUNIEGAN,vid_000140_frame0000023.jpg,16.788130331442648,0.8048405244397779,129.69427515661363,121.22974537037037,31.30733435885888,3585.9143986730305
FUNIEGAN,vid_000140_frame0000024.jpg,16.6981811158642,0.7776487800443559,130.97990431750176,121.41635802469136,31.440528235835377,3614.722530799838
FUNIEGAN,vid_000140_frame0000025.jpg,16.75710966559302,0.8025605525047226,130.36957315654774,121.46083333333333,31.437375431115647,3574.4574043057464
FUNIEGAN,vid_000140_frame0000026.jpg,16.9490965011032,0.8148374520526601,129.16110022284596,120.41432098765432,31.273744635896865,3504.8083447928575
FUNIEGAN,vid_000140_frame0000027.jpg,16.812077304559555,0.8095983920984692,129.6587018311939,121.05808641975308,31.320131518138925,3559.376118464935
FUNIEGAN,vid_000140_frame0000028.jpg,16.66276545608019,0.7897575398455637,130.90531195051028,121.38949845679012,31.48687453216038,3558.686673297646
FUNIEGAN,vid_000140_frame0000029.jpg,16.75514630440626,0.8031093215095119,130.4432239873841,121.26797067901235,31.513020364885033,3490.3744644430635
FUNIEGAN,vid_000140_frame0000030.jpg,16.740637573814475,0.7855118188792517,130.99358488708174,121.08063271604938,31.477422266803128,3621.784896615417
FUNIEGAN,vid_000140_frame0000031.jpg,16.803811862362505,0.8218859607066323,126.32421250274416,120.27003086419754,30.638309151344636,3482.6795704389574
FUNIEGAN,vid_000140_frame0000032.jpg,16.729378333144773,0.8205854004045086,119.41614866098261,119.19351080246913,28.998504104483093,3310.765570914721
FUNIEGAN,vid_000140_frame0000036.jpg,18.11065275426683,0.8557708541072784,151.2997779898307,126.11257716049383,38.57990900523316,2714.874143706597
FUNIEGAN,vid_000140_frame0000038.jpg,17.552598011994526,0.8227143726364523,190.27646790449896,127.398125,48.8393504496996,2695.6352880636996
FUNIEGAN,vid_000140_frame0000039.jpg,17.504567841786248,0.8196631137478202,184.27597302415253,125.30567901234568,47.18971399190408,2719.1850363163367
FUNIEGAN,vid_000141_frame0000001.jpg,16.16902208439813,0.6951958191252817,198.8786996187102,116.7426774691358,48.66848166571435,4496.419603561707
FUNIEGAN,vid_000141_frame0000012.jpg,16.12378023044196,0.7167701710977651,229.00956202660157,118.96898148148148,56.2476031934873,4728.014370827381
FUNIEGAN,vid_000141_frame0000013.jpg,15.815712107221295,0.6871049962855286,268.54802096917285,111.83678240740741,65.36126779377877,5699.269184065822
FUNIEGAN,vid_000141_frame0000014.jpg,15.716545606530781,0.6690870500892006,274.50317481912964,111.61208333333333,66.37619217719312,6049.501136085331
FUNIEGAN,vid_000142_frame0000001.jpg,16.854688928529423,0.6941659562490511,198.71184890273645,141.63929783950618,48.207558194743314,5000.613884230444
FUNIEGAN,vid_000142_frame0000002.jpg,16.92093305338729,0.7270756336939584,199.5358570314577,141.7908950617284,48.64160212434985,4917.213866152204
FUNIEGAN,vid_000142_frame0000003.jpg,16.912534993815637,0.7740924949911233,196.1762905851875,139.07506944444444,48.38960761755544,4396.940929194292
FUNIEGAN,vid_000142_frame0000004.jpg,16.709534744775596,0.7289682978119987,199.16032089626128,139.5041975308642,48.483160316058054,5003.580907833159
FUNIEGAN,vid_000142_frame0000005.jpg,16.76271303534696,0.7394530858489882,199.2439963230909,140.01230709876543,48.593706675593204,5023.156309967933
FUNIEGAN,vid_000142_frame0000016.jpg,16.31904053600174,0.6544561552503781,204.39995192078243,147.49101851851853,46.98777418030578,6889.418622202932
FUNIEGAN,vid_000142_frame0000017.jpg,16.356059104081183,0.6547263592076672,205.75903506950726,147.0033487654321,47.2056754136079,7080.440404640109
FUNIEGAN,vid_000142_frame0000018.jpg,16.272404009666236,0.6429887392299632,206.6183854749069,146.91180555555556,47.26651974079153,7252.9065598178995
FUNIEGAN,vid_000142_frame0000025.jpg,16.228552704878602,0.6525803410936183,206.73527754844366,148.14718364197532,47.448061066945314,7072.130937208505
FUNIEGAN,vid_000142_frame0000026.jpg,16.298019342186826,0.6529937298495152,204.78939218231528,147.72131944444445,47.086928729846925,6910.284687851509
FUNIEGAN,vid_000142_frame0000027.jpg,16.323122838207976,0.6522609000864569,205.1601729434206,147.48525462962962,47.065225444634805,6982.923121247654
FUNIEGAN,vid_000142_frame0000028.jpg,16.255200669499878,0.6444446406953469,206.3842217764044,147.34365740740742,47.24222878369025,7170.634103351658
FUNIEGAN,vid_000142_frame0000029.jpg,16.283928994784315,0.6524636550842396,204.559455665339,147.96202160493826,47.04813458720054,6787.817786596699
FUNIEGAN,vid_000142_frame0000030.jpg,16.320000195992627,0.6375822413548754,205.61639106889987,146.9227314814815,47.04381037278827,7081.8883592056745
FUNIEGAN,vid_000142_frame0000031.jpg,16.276702011401063,0.6526973857904188,206.40531368647552,147.5530787037037,47.333550213998215,7103.563200684918
FUNIEGAN,vid_000142_frame0000033.jpg,16.356558215504407,0.6701758871691954,202.83578685967012,148.15613425925926,46.81027684919225,6594.855997484187
FUNIEGAN,vid_000142_frame0000034.jpg,16.267904073292293,0.644347628894868,206.4608781786641,147.32868827160493,47.309517069804606,7142.141298148148
FUNIEGAN,vid_000142_frame0000035.jpg,16.451989623386815,0.6804790278060439,201.40121467688698,148.50226851851852,46.60190623361785,6147.715288322807
FUNIEGAN,vid_000142_frame0000036.jpg,16.41332459598807,0.6685318275492521,203.63807792098967,148.11851080246913,46.77626884546563,5814.485453589332
FUNIEGAN,vid_000142_frame0000037.jpg,15.927449368442302,0.6192323016876325,210.5203477121989,148.50422067901235,47.43396674664339,6313.939709360651
FUNIEGAN,vid_000142_frame0000038.jpg,15.935563104745116,0.5858260985081352,216.80199146871394,148.21993827160495,48.28012835342663,6719.591883143231
FUNIEGAN,vid_000142_frame0000039.jpg,16.344071393033627,0.6010405949393994,201.13204533496557,147.24706018518518,45.33521547528832,5041.871293432547
FUNIEGAN,vid_000142_frame0000093.jpg,17.604094207105266,0.7787348235939192,151.63590161144703,152.68368827160495,36.677556370823346,3414.7866693667484
FUNIEGAN,vid_000142_frame0000095.jpg,17.392508702117723,0.7199146443456091,162.60643917546315,152.3523148148148,38.43596720376041,3965.6888959485386
FUNIEGAN,vid_000142_frame0000096.jpg,17.439236504945697,0.72781871720338,160.02978930754773,152.6196836419753,37.99503882362222,3828.0922562861983
FUNIEGAN,vid_000142_frame0000100.jpg,15.668469456895757,0.5721712718875546,233.56482604374253,141.8186188271605,51.44505558738039,7494.953620522548
FUNIEGAN,vid_000142_frame0000101.jpg,16.230468373118022,0.653454200213477,201.38965132618256,143.1840663580247,45.69469099030324,5314.161492312292
